,MIN_MEAN,FG_PCT_MEAN,FT_PCT_MEAN,FG3M_MEAN,REB_MEAN,AST_MEAN,STL_MEAN,BLK_MEAN,PTS_MEAN,MIN_STD,FG_PCT_STD,FT_PCT_STD,FG3M_STD,REB_STD,AST_STD,STL_STD,BLK_STD,PTS_STD,player_first_name,player_last_name,player_id,position
0,20.78181818181818,0.4595636363636365,0.4303090909090908,0.5272727272727272,5.963636363636364,0.9090909090909092,0.5636363636363636,0.5454545454545454,9.236363636363636,9.007591261635952,0.1798798738702277,0.4182119732210622,0.7662932775415604,4.104936668269688,1.110100550546315,0.9956132739401332,0.6890192121758832,5.517526406198492,Precious,Achiuwa,1630173,F
1,34.64,0.5429200000000001,0.7306133333333334,0.0133333333333333,9.173333333333334,3.2,1.1733333333333331,0.8133333333333334,20.386666666666667,4.738114575411799,0.1221926657683167,0.3012968767311203,0.1154700538379251,3.422395767995395,1.6925911688487758,1.0315736251689185,0.910796107561703,6.610583924270217,Bam,Adebayo,1628389,C-F
2,20.491525423728813,0.3786610169491525,0.2949152542372881,1.3728813559322033,2.0508474576271185,1.1355932203389831,0.2711864406779661,0.2542372881355932,7.915254237288136,10.756510268214528,0.2884688837680699,0.4124877130097162,1.4609669103943097,1.5911796622974237,1.4318739483946117,0.485319250581912,0.63227068458503,7.052238909817614,Ochai,Agbaji,1630534,G
3,21.87012987012987,0.4670389610389611,0.414025974025974,1.2207792207792207,4.818181818181818,1.2597402597402598,0.5844155844155844,0.6233766233766234,9.03896103896104,6.081357728749155,0.2297652945231881,0.4134924734892553,1.0590881955145814,2.8178345209681512,1.068725229354031,0.7838946181633787,0.8117388911103618,5.115614791579843,Santi,Aldama,1630583,F-C
4,14.94915254237288,0.3991016949152542,0.2581864406779661,1.0338983050847457,1.7118644067796611,1.8305084745762712,0.5423728813559322,0.3559322033898305,6.152542372881356,8.484110358769382,0.3034230400018665,0.3806462958858204,1.2726039242830134,1.66143734466967,1.6204782432960672,0.91580064647252,0.5496930762552794,5.64102448301735,Nickeil,Alexander-Walker,1629638,G
5,27.38888888888889,0.4371805555555556,0.5458333333333333,2.0277777777777777,3.2916666666666665,2.263888888888889,0.8611111111111112,0.1944444444444444,10.416666666666666,4.671024122575008,0.1735056378828993,0.4719415993949216,1.4724916338959566,1.6049000670920643,1.799789154752563,0.9390668961089844,0.3985497968034626,5.56333571028678,Grayson,Allen,1628960,G
6,32.76470588235294,0.6127058823529413,0.5985882352941175,0.0147058823529411,9.794117647058824,1.661764705882353,0.7941176470588235,1.2352941176470589,14.25,6.457941188166367,0.1835127437783561,0.3642906923272159,0.1212678125181665,3.357143524288023,1.3671005828072242,0.9070013498552012,1.0383345887399862,6.287573624980644,Jarrett,Allen,1628386,C
7,21.49180327868853,0.392327868852459,0.3868196721311475,1.360655737704918,2.3114754098360657,3.0491803278688523,1.098360655737705,0.1639344262295081,9.01639344262295,5.84700194065207,0.2010871884955607,0.4501990488734482,1.4263331411378608,1.3483444615102054,1.8387153985703963,1.1061181075091229,0.4155449381576141,6.320579623417166,Jose,Alvarado,1630631,G
8,28.33333333333333,0.5048840579710145,0.5076521739130435,0.6231884057971014,5.333333333333333,4.855072463768116,1.1304347826086956,0.9130434782608696,9.376811594202898,8.469090281492955,0.2259984732009777,0.4452870464188689,0.9091277214898053,3.0758387983971938,3.0499535305950856,1.1234537540975629,0.9508375632100644,5.009113603855894,Kyle,Anderson,203937,F-G
9,32.15873015873016,0.5510317460317461,0.6159047619047618,0.746031746031746,11.77777777777778,5.698412698412699,0.8253968253968254,0.8095238095238095,31.09523809523809,6.461315029456638,0.141515184213678,0.1942315474098288,0.8418155105571791,4.053849005115064,2.860379630990358,0.9925477568697532,0.9307843181986944,10.735401619234713,Giannis,Antetokounmpo,203507,F
10,25.866666666666667,0.4390999999999999,0.6732499999999999,1.25,4.8,3.9166666666666665,0.6166666666666667,0.5166666666666667,13.016666666666667,4.350985342003312,0.1774186564626644,0.4280642920585565,1.257182753053935,2.0235896951302377,1.871206142940572,0.761169186891749,0.7476894729916952,6.118855732914936,Cole,Anthony,1630175,G
11,35.64179104477612,0.4703283582089552,0.5859850746268656,2.1194029850746268,4.955223880597015,1.955223880597015,1.9104477611940296,0.746268656716418,16.776119402985074,5.63458339869846,0.1592699621720743,0.436091924300972,1.48244666785057,2.4706325764682058,1.3077025403227338,1.4845807824104715,0.7656109381064041,6.934369595175657,O.G.,Anunoby,1628384,F
12,26.59210526315789,0.426828947368421,0.4984999999999999,0.9078947368421052,6.407894736842105,2.776315789473684,0.8552631578947368,0.3815789473684211,9.171052631578949,7.785760731966954,0.227464305663278,0.4217513485455618,0.9956924770088048,3.6775993313716575,2.0039872535225123,1.0545640156756226,0.652525458265201,5.938323350115445,Deni,Avdija,1630166,F
13,30.432835820895523,0.590820895522388,0.6119253731343283,0.1044776119402985,9.955223880597014,1.7164179104477613,0.5522388059701493,0.7910447761194029,17.955223880597014,5.51643242365553,0.1478612090188607,0.3863717127418305,0.3539529312231832,4.1902948324015785,1.6679325812010302,0.7443439676034486,0.8967502512496092,7.301790639290279,Deandre,Ayton,1629028,C
14,33.791666666666664,0.4230138888888888,0.7258888888888889,1.1805555555555556,6.902777777777778,3.736111111111111,0.8333333333333334,0.5416666666666666,19.95833333333333,3.646095731670665,0.1080282296250898,0.1900576306634278,1.1906488808349378,3.1451268911109707,1.760226102278457,0.7872218936609645,0.8038201046026283,6.121855329559523,Paolo,Banchero,1631094,F
